ASV_69,OR192851.1,100.000,373,0,0,1,373,492,864,0.0,689
ASV_69,CP126699.1,100.000,373,0,0,1,373,1751344,1751716,0.0,689
ASV_69,CP126698.1,100.000,373,0,0,1,373,25858,26230,0.0,689
ASV_69,CP126698.1,100.000,373,0,0,1,373,65518,65890,0.0,689
ASV_69,CP126698.1,100.000,373,0,0,1,373,70984,71356,0.0,689
ASV_69,CP126698.1,100.000,373,0,0,1,373,557752,558124,0.0,689
ASV_69,CP126698.1,100.000,373,0,0,1,373,2780836,2780464,0.0,689
ASV_69,CP126698.1,100.000,373,0,0,1,373,2869097,2868725,0.0,689
ASV_69,CP126698.1,100.000,373,0,0,1,373,2874479,2874107,0.0,689
ASV_69,CP126698.1,100.000,373,0,0,1,373,3092772,3092400,0.0,689
ASV_69,CP126698.1,100.000,373,0,0,1,373,3098154,3097782,0.0,689
ASV_69,CP126698.1,100.000,373,0,0,1,373,3208079,3207707,0.0,689
ASV_69,OQ975995.1,100.000,373,0,0,1,373,486,858,0.0,689
ASV_69,OQ975994.1,100.000,373,0,0,1,373,487,859,0.0,689
ASV_69,OQ975993.1,100.000,373,0,0,1,373,479,851,0.0,689
ASV_69,OQ975992.1,100.000,373,0,0,1,373,479,851,0.0,689
ASV_69,OQ975991.1,100.000,373,0,0,1,373,478,850,0.0,689
ASV_69,CP118439.1,100.000,373,0,0,1,373,1015821,1016193,0.0,689
ASV_69,CP118438.1,100.000,373,0,0,1,373,1375076,1374704,0.0,689
ASV_69,CP118438.1,100.000,373,0,0,1,373,1466620,1466248,0.0,689
ASV_69,CP118438.1,100.000,373,0,0,1,373,1472038,1471666,0.0,689
ASV_69,CP118438.1,100.000,373,0,0,1,373,1692938,1692566,0.0,689
ASV_69,CP118438.1,100.000,373,0,0,1,373,1698356,1697984,0.0,689
ASV_69,CP118438.1,100.000,373,0,0,1,373,1822562,1822190,0.0,689
ASV_69,CP118438.1,100.000,373,0,0,1,373,1904450,1904822,0.0,689
ASV_69,CP118438.1,100.000,373,0,0,1,373,1948061,1948433,0.0,689
ASV_69,CP118438.1,100.000,373,0,0,1,373,1953563,1953935,0.0,689
ASV_69,CP118438.1,100.000,373,0,0,1,373,2444686,2445058,0.0,689
ASV_175,OR431696.1,100.000,373,0,0,1,373,456,828,0.0,689
ASV_175,OR431694.1,100.000,373,0,0,1,373,452,824,0.0,689
ASV_175,OP836027.1,100.000,373,0,0,1,373,452,824,0.0,689
ASV_175,OP393866.1,100.000,373,0,0,1,373,478,850,0.0,689
ASV_175,OP393865.1,100.000,373,0,0,1,373,452,824,0.0,689
ASV_175,OP393864.1,100.000,373,0,0,1,373,454,826,0.0,689
ASV_175,OP393863.1,100.000,373,0,0,1,373,478,850,0.0,689
ASV_175,OP393862.1,100.000,373,0,0,1,373,454,826,0.0,689
ASV_175,OP393861.1,100.000,373,0,0,1,373,454,826,0.0,689
ASV_175,OP393860.1,100.000,373,0,0,1,373,474,846,0.0,689
ASV_230,OQ147526.1,100.000,373,0,0,1,373,493,865,0.0,689
ASV_230,OP458527.1,100.000,373,0,0,1,373,501,873,0.0,689
ASV_230,ON950709.1,100.000,373,0,0,1,373,473,845,0.0,689
ASV_230,OL456015.1,100.000,373,0,0,1,373,212,584,0.0,689
ASV_230,OL455991.1,100.000,373,0,0,1,373,184,556,0.0,689
ASV_230,MZ373977.1,100.000,373,0,0,1,373,189,561,0.0,689
ASV_230,MZ373975.1,100.000,373,0,0,1,373,148,520,0.0,689
ASV_230,MZ373974.1,100.000,373,0,0,1,373,93,465,0.0,689
ASV_230,MZ373972.1,100.000,373,0,0,1,373,190,562,0.0,689
ASV_230,MZ373965.1,100.000,373,0,0,1,373,202,574,0.0,689
ASV_293,CP099915.1,100.000,373,0,0,1,373,46381,46753,0.0,689
ASV_293,CP099915.1,100.000,373,0,0,1,373,203676,204048,0.0,689
ASV_293,CP099915.1,100.000,373,0,0,1,373,307276,307648,0.0,689
ASV_293,CP099915.1,100.000,373,0,0,1,373,312699,313071,0.0,689
ASV_293,CP099915.1,100.000,373,0,0,1,373,2426034,2425662,0.0,689
ASV_293,CP099915.1,100.000,373,0,0,1,373,2677468,2677096,0.0,689
ASV_293,CP099915.1,100.000,373,0,0,1,373,2951722,2951350,0.0,689
ASV_293,CP099915.1,100.000,373,0,0,1,373,3073929,3073557,0.0,689
ASV_293,CP099915.1,99.732,373,0,1,1,373,198131,198502,0.0,682
ASV_293,CP099915.1,99.732,373,0,1,1,373,2957110,2956739,0.0,682
ASV_293,CP128204.1,100.000,373,0,0,1,373,50802,51174,0.0,689
ASV_293,CP128204.1,100.000,373,0,0,1,373,214256,214628,0.0,689
ASV_293,CP128204.1,100.000,373,0,0,1,373,292786,293158,0.0,689
ASV_293,CP128204.1,100.000,373,0,0,1,373,298248,298620,0.0,689
ASV_293,CP128204.1,100.000,373,0,0,1,373,2607295,2606923,0.0,689
ASV_293,CP128204.1,100.000,373,0,0,1,373,2858066,2857694,0.0,689
ASV_293,CP128204.1,100.000,373,0,0,1,373,3133925,3133553,0.0,689
ASV_293,CP128204.1,100.000,373,0,0,1,373,3139335,3138963,0.0,689
ASV_293,CP128204.1,100.000,373,0,0,1,373,3261039,3260667,0.0,689
ASV_293,CP128204.1,100.000,373,0,0,1,373,3266661,3266289,0.0,689
ASV_293,CP128200.1,100.000,373,0,0,1,373,50805,51177,0.0,689
ASV_293,CP128200.1,100.000,373,0,0,1,373,241132,241504,0.0,689
ASV_293,CP128200.1,100.000,373,0,0,1,373,319660,320032,0.0,689
ASV_293,CP128200.1,100.000,373,0,0,1,373,325122,325494,0.0,689
ASV_293,CP128200.1,100.000,373,0,0,1,373,2593694,2593322,0.0,689
ASV_293,CP128200.1,100.000,373,0,0,1,373,2951742,2951370,0.0,689
ASV_293,CP128200.1,100.000,373,0,0,1,373,3227300,3226928,0.0,689
ASV_293,CP128200.1,100.000,373,0,0,1,373,3232765,3232393,0.0,689
ASV_293,CP128200.1,100.000,373,0,0,1,373,3354386,3354014,0.0,689
ASV_293,CP128200.1,100.000,373,0,0,1,373,3360058,3359686,0.0,689
ASV_293,CP126305.1,100.000,373,0,0,1,373,46443,46815,0.0,689
ASV_293,CP126305.1,100.000,373,0,0,1,373,193767,194139,0.0,689
ASV_293,CP126305.1,100.000,373,0,0,1,373,272123,272495,0.0,689
ASV_293,CP126305.1,100.000,373,0,0,1,373,277619,277991,0.0,689
ASV_293,CP126305.1,100.000,373,0,0,1,373,283238,283610,0.0,689
ASV_293,CP126305.1,100.000,373,0,0,1,373,2579688,2579316,0.0,689
ASV_293,CP126305.1,100.000,373,0,0,1,373,2831122,2830750,0.0,689
ASV_293,CP126305.1,100.000,373,0,0,1,373,3130754,3130382,0.0,689
ASV_293,CP126305.1,100.000,373,0,0,1,373,3136177,3135805,0.0,689
ASV_293,CP126305.1,100.000,373,0,0,1,373,3252998,3252626,0.0,689
ASV_293,OQ617989.1,100.000,373,0,0,1,373,508,880,0.0,689
ASV_293,CP119521.1,100.000,373,0,0,1,373,50804,51176,0.0,689
ASV_293,CP119521.1,100.000,373,0,0,1,373,233779,234151,0.0,689
ASV_293,CP119521.1,100.000,373,0,0,1,373,312305,312677,0.0,689
ASV_293,CP119521.1,100.000,373,0,0,1,373,317768,318140,0.0,689
ASV_293,CP119521.1,100.000,373,0,0,1,373,323231,323603,0.0,689
ASV_293,CP119521.1,100.000,373,0,0,1,373,2537597,2537225,0.0,689
ASV_293,CP119521.1,100.000,373,0,0,1,373,2788409,2788037,0.0,689
ASV_293,CP119521.1,100.000,373,0,0,1,373,3064009,3063637,0.0,689
ASV_293,CP119521.1,100.000,373,0,0,1,373,3069472,3069100,0.0,689
ASV_293,CP119521.1,100.000,373,0,0,1,373,3191214,3190842,0.0,689
ASV_293,CP119521.1,100.000,373,0,0,1,373,3196887,3196515,0.0,689
ASV_293,CP118599.1,100.000,373,0,0,1,373,52287,52659,0.0,689
ASV_293,CP118599.1,100.000,373,0,0,1,373,213637,214009,0.0,689
ASV_293,CP118599.1,100.000,373,0,0,1,373,219134,219506,0.0,689
ASV_293,CP118599.1,100.000,373,0,0,1,373,297702,298074,0.0,689
ASV_293,CP118599.1,100.000,373,0,0,1,373,2503779,2503407,0.0,689
ASV_293,CP118599.1,100.000,373,0,0,1,373,2753975,2753603,0.0,689
ASV_293,CP118599.1,100.000,373,0,0,1,373,3053595,3053223,0.0,689
ASV_293,CP118599.1,100.000,373,0,0,1,373,3170395,3170023,0.0,689
ASV_293,OQ411076.1,100.000,373,0,0,1,373,526,898,0.0,689
ASV_293,OQ380722.1,100.000,373,0,0,1,373,529,901,0.0,689
ASV_293,OQ380521.1,100.000,373,0,0,1,373,528,900,0.0,689
ASV_826,KJ577082.1,100.000,373,0,0,1,373,490,862,0.0,689
ASV_826,FJ952814.1,100.000,373,0,0,1,373,450,822,0.0,689
ASV_826,DQ521056.1,100.000,373,0,0,1,373,332,704,0.0,689
ASV_826,OR485963.1,99.732,373,1,0,1,373,496,868,0.0,684
ASV_826,OR485962.1,99.732,373,1,0,1,373,492,864,0.0,684
ASV_826,LC776755.1,99.732,373,1,0,1,373,494,866,0.0,684
ASV_826,CP131931.1,99.732,373,1,0,1,373,185811,186183,0.0,684
ASV_826,CP131931.1,99.732,373,1,0,1,373,301653,302025,0.0,684
ASV_826,CP131931.1,99.732,373,1,0,1,373,2574200,2573828,0.0,684
ASV_826,CP131931.1,99.732,373,1,0,1,373,3125004,3124632,0.0,684
ASV_826,CP131931.1,99.732,373,1,0,1,373,3233039,3233411,0.0,684
ASV_826,CP131931.1,99.732,373,1,0,1,373,3273520,3273892,0.0,684
ASV_826,CP131931.1,99.732,373,1,0,1,373,3333484,3333856,0.0,684
ASV_826,CP131931.1,99.464,373,2,0,1,373,180385,180757,0.0,678
ASV_826,CP131931.1,99.464,373,1,1,1,373,3338728,3339099,0.0,676
ASV_826,CP131931.1,99.636,275,0,1,99,373,2,275,1.40e-139,501
ASV_826,CP130652.1,99.732,373,1,0,1,373,321534,321162,0.0,684
ASV_826,CP130651.1,99.732,373,1,0,1,373,26495,26867,0.0,684
ASV_826,CP130651.1,99.732,373,1,0,1,373,588824,589196,0.0,684
ASV_826,CP130651.1,99.732,373,1,0,1,373,2784072,2783700,0.0,684
ASV_826,CP130651.1,99.732,373,1,0,1,373,2889978,2889606,0.0,684
ASV_826,CP130651.1,99.732,373,1,0,1,373,2895375,2895003,0.0,684
ASV_826,CP130651.1,99.732,373,1,0,1,373,3076047,3075675,0.0,684
ASV_826,CP130651.1,99.732,373,1,0,1,373,3081293,3080921,0.0,684
ASV_826,CP130651.1,99.732,373,1,0,1,373,3141627,3141255,0.0,684
ASV_826,CP130651.1,99.732,373,1,0,1,373,3146873,3146501,0.0,684
ASV_826,CP130651.1,99.732,373,1,0,1,373,3206847,3206475,0.0,684
ASV_826,CP130651.1,99.732,373,1,0,1,373,3248190,3247818,0.0,684
ASV_826,OR247748.1,99.732,373,1,0,1,373,418,790,0.0,684
ASV_1098,OP919530.1,100.000,373,0,0,1,373,485,857,0.0,689
ASV_1098,MZ359089.1,100.000,373,0,0,1,373,487,859,0.0,689
ASV_1098,ON520790.1,100.000,373,0,0,1,373,488,860,0.0,689
ASV_1098,MW785710.1,100.000,373,0,0,1,373,471,843,0.0,689
ASV_1098,MZ333454.1,100.000,373,0,0,1,373,488,860,0.0,689
ASV_1098,MZ333449.1,100.000,373,0,0,1,373,488,860,0.0,689
ASV_1098,MZ027073.1,100.000,373,0,0,1,373,123,495,0.0,689
ASV_1098,MW829294.1,100.000,373,0,0,1,373,484,856,0.0,689
ASV_1098,MW829292.1,100.000,373,0,0,1,373,483,855,0.0,689
ASV_1098,MW829290.1,100.000,373,0,0,1,373,483,855,0.0,689
ASV_1251,OR485963.1,100.000,373,0,0,1,373,496,868,0.0,689
ASV_1251,OR485962.1,100.000,373,0,0,1,373,492,864,0.0,689
ASV_1251,LC776755.1,100.000,373,0,0,1,373,494,866,0.0,689
ASV_1251,CP131931.1,100.000,373,0,0,1,373,185811,186183,0.0,689
ASV_1251,CP131931.1,100.000,373,0,0,1,373,301653,302025,0.0,689
ASV_1251,CP131931.1,100.000,373,0,0,1,373,2574200,2573828,0.0,689
ASV_1251,CP131931.1,100.000,373,0,0,1,373,3125004,3124632,0.0,689
ASV_1251,CP131931.1,100.000,373,0,0,1,373,3233039,3233411,0.0,689
ASV_1251,CP131931.1,100.000,373,0,0,1,373,3273520,3273892,0.0,689
ASV_1251,CP131931.1,100.000,373,0,0,1,373,3333484,3333856,0.0,689
ASV_1251,CP131931.1,99.732,373,1,0,1,373,180385,180757,0.0,684
ASV_1251,CP131931.1,99.732,373,0,1,1,373,3338728,3339099,0.0,682
ASV_1251,CP131931.1,99.638,276,0,1,98,373,1,275,3.89e-140,503
ASV_1251,CP130652.1,100.000,373,0,0,1,373,321534,321162,0.0,689
ASV_1251,CP130651.1,100.000,373,0,0,1,373,26495,26867,0.0,689
ASV_1251,CP130651.1,100.000,373,0,0,1,373,588824,589196,0.0,689
ASV_1251,CP130651.1,100.000,373,0,0,1,373,2784072,2783700,0.0,689
ASV_1251,CP130651.1,100.000,373,0,0,1,373,2889978,2889606,0.0,689
ASV_1251,CP130651.1,100.000,373,0,0,1,373,2895375,2895003,0.0,689
ASV_1251,CP130651.1,100.000,373,0,0,1,373,3076047,3075675,0.0,689
ASV_1251,CP130651.1,100.000,373,0,0,1,373,3081293,3080921,0.0,689
ASV_1251,CP130651.1,100.000,373,0,0,1,373,3141627,3141255,0.0,689
ASV_1251,CP130651.1,100.000,373,0,0,1,373,3146873,3146501,0.0,689
ASV_1251,CP130651.1,100.000,373,0,0,1,373,3206847,3206475,0.0,689
ASV_1251,CP130651.1,100.000,373,0,0,1,373,3248190,3247818,0.0,689
ASV_1251,OR247748.1,100.000,373,0,0,1,373,418,790,0.0,689
ASV_1251,CP114184.2,100.000,373,0,0,1,373,1924778,1924406,0.0,689
ASV_1251,CP114183.2,100.000,373,0,0,1,373,26497,26869,0.0,689
ASV_1251,CP114183.2,100.000,373,0,0,1,373,67524,67896,0.0,689
ASV_1251,CP114183.2,100.000,373,0,0,1,373,146691,147063,0.0,689
ASV_1251,CP114183.2,100.000,373,0,0,1,373,151936,152308,0.0,689
ASV_1251,CP114183.2,100.000,373,0,0,1,373,196708,197080,0.0,689
ASV_1251,CP114183.2,100.000,373,0,0,1,373,201953,202325,0.0,689
ASV_1251,CP114183.2,100.000,373,0,0,1,373,382292,382664,0.0,689
ASV_1251,CP114183.2,100.000,373,0,0,1,373,387735,388107,0.0,689
ASV_1251,CP114183.2,100.000,373,0,0,1,373,498538,498910,0.0,689
ASV_1251,CP114183.2,100.000,373,0,0,1,373,2823132,2822760,0.0,689
ASV_1251,CP114183.2,100.000,373,0,0,1,373,3359395,3359023,0.0,689
ASV_1251,CP128370.1,100.000,373,0,0,1,373,26501,26873,0.0,689
ASV_1251,CP128370.1,100.000,373,0,0,1,373,573074,573446,0.0,689
ASV_1251,CP128370.1,100.000,373,0,0,1,373,2904826,2904454,0.0,689
ASV_1251,CP128370.1,100.000,373,0,0,1,373,3096000,3095628,0.0,689
ASV_1251,CP128370.1,100.000,373,0,0,1,373,3140664,3140292,0.0,689
ASV_1251,CP128370.1,99.732,373,0,1,1,373,2798920,2798549,0.0,682
ASV_1251,CP128370.1,99.732,373,0,1,1,373,2910252,2909881,0.0,682
ASV_1251,CP128370.1,99.732,373,0,1,1,373,3090758,3090387,0.0,682
ASV_1251,CP128370.1,99.732,373,0,1,1,373,3145908,3145537,0.0,682
ASV_1251,CP128370.1,99.732,373,0,1,1,373,3205690,3205319,0.0,682
ASV_1251,CP128370.1,99.732,373,0,1,1,373,3247117,3246746,0.0,682
ASV_2055,OQ711997.1,100.000,373,0,0,1,373,511,883,0.0,689
ASV_2055,OR143375.1,100.000,373,0,0,1,373,380,752,0.0,689
ASV_2055,OR043032.1,100.000,373,0,0,1,373,478,850,0.0,689
ASV_2055,OQ147487.1,100.000,373,0,0,1,373,482,854,0.0,689
ASV_2055,OP616968.1,100.000,373,0,0,1,373,190,562,0.0,689
ASV_2055,OP422224.1,100.000,373,0,0,1,373,475,847,0.0,689
ASV_2055,OP422192.1,100.000,373,0,0,1,373,390,762,0.0,689
ASV_2055,OP363866.1,100.000,373,0,0,1,373,417,789,0.0,689
ASV_2055,OP342955.1,100.000,373,0,0,1,373,473,845,0.0,689
ASV_2055,OP221499.1,100.000,373,0,0,1,373,459,831,0.0,689
ASV_3697,MK737654.1,100.000,373,0,0,1,373,537,909,0.0,689
ASV_3697,MH818515.1,100.000,373,0,0,1,373,477,849,0.0,689
