brood,datetime,observed,dead,swimming,graduated,Date Spawned,eggs produced (m),age,surviving,fraction_surviving,age_days
21-01,2021-03-29T00:00:00Z,TRUE,0,774.3,0,2021-03-29T00:00:00Z,774.3,0,774.3,1,0
21-01,2021-03-29T12:30:00Z,TRUE,-57.40000000000009,831.7,0,2021-03-29T00:00:00Z,774.3,45000,831.7,1.0741314735890484,0.5208333333333334
21-01,2021-03-31T09:10:00Z,TRUE,679.8,94.5,0,2021-03-29T00:00:00Z,774.3,205800,94.5,0.12204571871367688,2.381944444444444
21-01,2021-04-02T07:50:00Z,TRUE,664.5,109.8,0,2021-03-29T00:00:00Z,774.3,373800,109.8,0.14180550174351028,4.326388888888888
21-01,2021-04-05T07:45:00Z,TRUE,683.4,90.9,0,2021-03-29T00:00:00Z,774.3,632700,90.9,0.11739635800077491,7.322916666666667
21-01,2021-04-08T07:00:00Z,TRUE,780.6,84.6,0,2021-03-29T00:00:00Z,774.3,889200,84.6,0.10925997675319643,10.291666666666666
21-01,2021-04-12T06:30:00Z,TRUE,890.28,58.5,1.02,2021-03-29T00:00:00Z,774.3,1233000,59.52,0.07686943045331268,14.270833333333334
21-01,2021-04-13T08:00:00Z,FALSE,899.74,NA,9.559999999999999,2021-03-29T00:00:00Z,774.3,1324800,NA,NA,15.333333333333334
21-01,2021-04-14T09:05:00Z,TRUE,959.74,39,9.559999999999999,2021-03-29T00:00:00Z,774.3,1415100,48.56,0.0627147100607,16.37847222222222
21-01,2021-04-15T06:30:00Z,FALSE,962.83,NA,12.469999999999999,2021-03-29T00:00:00Z,774.3,1492200,NA,NA,17.270833333333332
21-01,2021-04-16T06:45:00Z,TRUE,996.5600000000001,24.5,26.24,2021-03-29T00:00:00Z,774.3,1579500,50.739999999999995,0.06553015627017951,18.28125
21-01,2021-04-18T07:30:00Z,TRUE,1022.45,17.1,32.25,2021-03-29T00:00:00Z,774.3,1755000,49.35,0.0637349864393646,20.3125
21-02,2021-03-31T00:00:00Z,TRUE,0,1203.2,0,2021-03-31T00:00:00Z,1203.2,0,1203.2,1,0
21-02,2021-03-31T02:30:00Z,TRUE,0.010000000000218279,1203.1899999999998,0,2021-03-31T00:00:00Z,1203.2,9000,1203.1899999999998,0.9999916888297871,0.10416666666666667
21-02,2021-04-02T07:50:00Z,TRUE,801.8000000000001,401.4,0,2021-03-31T00:00:00Z,1203.2,201000,401.4,0.3336103723404255,2.326388888888889
21-02,2021-04-06T07:00:00Z,TRUE,865.7,337.5,0,2021-03-31T00:00:00Z,1203.2,543600,337.5,0.2805019946808511,6.291666666666667
21-02,2021-04-09T07:15:00Z,TRUE,1374.2,166.5,0,2021-03-31T00:00:00Z,1203.2,803700,166.5,0.1383809840425532,9.302083333333334
21-02,2021-04-12T06:30:00Z,TRUE,1639.79,63.900000000000006,3.5100000000000002,2021-03-31T00:00:00Z,1203.2,1060200,67.41000000000001,0.056025598404255327,12.270833333333334
21-02,2021-04-13T08:00:00Z,FALSE,1647.153,NA,10.547,2021-03-31T00:00:00Z,1203.2,1152000,NA,NA,13.333333333333334
21-02,2021-04-14T09:05:00Z,TRUE,1707.613,50.4,13.087,2021-03-31T00:00:00Z,1203.2,1242300,63.486999999999995,0.05276512632978723,14.378472222222221
21-02,2021-04-16T06:45:00Z,TRUE,1759.093,39.8,22.607,2021-03-31T00:00:00Z,1203.2,1406700,62.407,0.05186751994680851,16.28125
21-02,2021-04-18T07:30:00Z,TRUE,1804.191,30.6,26.509,2021-03-31T00:00:00Z,1203.2,1582200,57.109,0.047464261968085106,18.3125
21-03,2021-04-02T00:00:00Z,TRUE,0,779.4,0,2021-04-02T00:00:00Z,779.4,0,779.4,1,0
21-03,2021-04-06T07:00:00Z,TRUE,403.2,376.2,0,2021-04-02T00:00:00Z,779.4,370800,376.2,0.48267898383371827,4.291666666666667
21-03,2021-04-09T07:15:00Z,TRUE,445.46999999999997,333.93,0,2021-04-02T00:00:00Z,779.4,630900,333.93,0.4284449576597383,7.302083333333333
21-03,2021-04-13T06:15:00Z,TRUE,623.49,155.91,0,2021-04-02T00:00:00Z,779.4,972900,155.91,0.20003849114703617,11.260416666666666
21-03,2021-04-16T06:45:00Z,TRUE,714.6,64.8,0,2021-04-02T00:00:00Z,779.4,1233900,64.8,0.08314087759815242,14.28125
21-03,2021-04-19T06:45:00Z,TRUE,779,54.9,10.3,2021-04-02T00:00:00Z,779.4,1493100,65.2,0.0836540928919682,17.28125
21-03,2021-04-21T07:00:00Z,TRUE,836.192,40.5,22.408,2021-04-02T00:00:00Z,779.4,1666800,62.908,0.0807133692584039,19.291666666666668
21-03,2021-04-23T08:00:00Z,TRUE,874.542,27.5,37.558,2021-04-02T00:00:00Z,779.4,1843200,65.05799999999999,0.08347190146266358,21.333333333333332
21-04,2021-04-05T00:00:00Z,TRUE,0,709.6,0,2021-04-05T00:00:00Z,709.6,0,709.6,1,0
21-04,2021-04-05T12:30:00Z,TRUE,0,709.6,0,2021-04-05T00:00:00Z,709.6,45000,709.6,1,0.5208333333333334
21-04,2021-04-08T07:00:00Z,TRUE,346.90000000000003,362.7,0,2021-04-05T00:00:00Z,709.6,284400,362.7,0.5111330326944757,3.2916666666666665
21-04,2021-04-12T10:30:00Z,TRUE,358.5,351.1,0,2021-04-05T00:00:00Z,709.6,642600,351.1,0.4947857948139797,7.4375
21-04,2021-04-15T06:30:00Z,TRUE,726.8000000000001,333.9,0,2021-04-05T00:00:00Z,709.6,887400,333.9,0.47054678692220964,10.270833333333334
21-04,2021-04-19T06:45:00Z,TRUE,1312.63,74.7,7.27,2021-04-05T00:00:00Z,709.6,1233900,81.97,0.11551578354002254,14.28125
21-04,2021-04-21T07:00:00Z,TRUE,1390.5200000000002,56.7,22.08,2021-04-05T00:00:00Z,709.6,1407600,78.78,0.11102029312288614,16.291666666666668
21-04,2021-04-22T08:30:00Z,FALSE,1398.467,NA,30.333,2021-04-05T00:00:00Z,709.6,1499400,NA,NA,17.354166666666668
21-04,2021-04-23T08:00:00Z,TRUE,1451.537,28.8,45.663,2021-04-05T00:00:00Z,709.6,1584000,74.463,0.10493658399098083,18.333333333333332
21-05,2021-04-08T00:00:00Z,TRUE,0,521,0,2021-04-08T00:00:00Z,521,0,521,1,0
21-05,2021-04-08T10:00:00Z,TRUE,0,521,0,2021-04-08T00:00:00Z,521,36000,521,1,0.4166666666666667
21-05,2021-04-12T09:15:00Z,FALSE,254.2,NA,0,2021-04-08T00:00:00Z,521,378900,NA,NA,4.385416666666667
21-05,2021-04-12T09:55:00Z,FALSE,417.5,NA,0,2021-04-08T00:00:00Z,521,381300,NA,NA,4.413194444444445
21-05,2021-04-15T06:30:00Z,TRUE,431.9,89.1,0,2021-04-08T00:00:00Z,521,628200,89.1,0.17101727447216888,7.270833333333333
21-05,2021-04-19T06:45:00Z,TRUE,531.68,78.42,0,2021-04-08T00:00:00Z,521,974700,78.42,0.15051823416506718,11.28125
21-05,2021-04-20T07:00:00Z,FALSE,548.2159999999999,NA,1.124,2021-04-08T00:00:00Z,521,1062000,NA,NA,12.291666666666666
21-05,2021-04-21T07:00:00Z,FALSE,551.8509999999999,NA,4.649,2021-04-08T00:00:00Z,521,1148400,NA,NA,13.291666666666666
21-05,2021-04-22T06:45:00Z,TRUE,652.6799999999998,48.8,12.219999999999999,2021-04-08T00:00:00Z,521,1233900,61.019999999999996,0.11712092130518234,14.28125
21-05,2021-04-23T08:00:00Z,FALSE,680.6399999999999,NA,21.06,2021-04-08T00:00:00Z,521,1324800,NA,NA,15.333333333333334
21-05,2021-04-24T07:30:00Z,TRUE,803.1199999999999,21.6,35.379999999999995,2021-04-08T00:00:00Z,521,1409400,56.98,0.10936660268714012,16.3125
21-05,2021-04-26T06:30:00Z,TRUE,870.1899999999999,0,54.709999999999994,2021-04-08T00:00:00Z,521,1578600,54.709999999999994,0.10500959692898271,18.270833333333332
21-06,2021-04-09T00:00:00Z,TRUE,0,193.9,0,2021-04-09T00:00:00Z,193.9,0,193.9,1,0
21-06,2021-04-13T06:15:00Z,TRUE,110.2,83.7,0,2021-04-09T00:00:00Z,193.9,368100,83.7,0.43166580711707064,4.260416666666667
21-06,2021-04-16T06:45:00Z,TRUE,156.10000000000002,37.8,0,2021-04-09T00:00:00Z,193.9,629100,37.8,0.19494584837545123,7.28125
21-06,2021-04-20T07:00:00Z,TRUE,189.40000000000003,4.5,0,2021-04-09T00:00:00Z,193.9,975600,4.5,0.023207839092315625,11.291666666666666
21-06,2021-04-22T08:30:00Z,TRUE,189.94000000000003,0,3.96,2021-04-09T00:00:00Z,193.9,1153800,3.96,0.02042289840123775,13.354166666666666
21-07,2021-04-12T00:00:00Z,TRUE,0,463.3,0,2021-04-12T00:00:00Z,463.3,0,463.3,1,0
21-07,2021-04-15T06:30:00Z,TRUE,307.6,155.7,0,2021-04-12T00:00:00Z,463.3,282600,155.7,0.3360673429743147,3.2708333333333335
21-07,2021-04-19T06:45:00Z,TRUE,284.20000000000005,179.1,0,2021-04-12T00:00:00Z,463.3,629100,179.1,0.3865745737103389,7.28125
21-07,2021-04-22T06:45:00Z,TRUE,331,132.3,0,2021-04-12T00:00:00Z,463.3,888300,132.3,0.28556011223829053,10.28125
21-07,2021-04-26T06:30:00Z,TRUE,429.72,31.5,2.08,2021-04-12T00:00:00Z,463.3,1233000,33.58,0.07248003453485861,14.270833333333334
21-07,2021-04-28T08:35:00Z,TRUE,423.39500000000004,32.66,7.245,2021-04-12T00:00:00Z,463.3,1413300,39.904999999999994,0.08613209583423266,16.35763888888889
21-07,2021-04-29T08:15:00Z,FALSE,423.98400000000004,NA,12.315999999999999,2021-04-12T00:00:00Z,463.3,1498500,NA,NA,17.34375
21-07,2021-04-30T07:00:00Z,TRUE,422.11,18.36,22.83,2021-04-12T00:00:00Z,463.3,1580400,41.19,0.08890567666738614,18.291666666666668
21-07,2021-05-02T07:20:00Z,TRUE,421.73,12.6,28.97,2021-04-12T00:00:00Z,463.3,1754400,41.57,0.08972587955968055,20.305555555555554
21-08,2021-04-13T00:00:00Z,TRUE,0,160,0,2021-04-13T00:00:00Z,160,0,160,1,0
21-08,2021-04-19T06:45:00Z,TRUE,97.9,62.1,0,2021-04-13T00:00:00Z,160,542700,62.1,0.388125,6.28125
21-08,2021-04-22T06:45:00Z,TRUE,99.70000000000002,60.3,0,2021-04-13T00:00:00Z,160,801900,60.3,0.37687499999999996,9.28125
21-08,2021-04-26T05:30:00Z,TRUE,132.83,27.17,0,2021-04-13T00:00:00Z,160,1143000,27.17,0.1698125,13.229166666666666
21-08,2021-04-29T07:00:00Z,TRUE,124.10000000000002,31.5,4.4,2021-04-13T00:00:00Z,160,1407600,35.9,0.224375,16.291666666666668
21-08,2021-05-01T07:20:00Z,TRUE,117.14000000000001,27,15.860000000000001,2021-04-13T00:00:00Z,160,1581600,42.86,0.267875,18.305555555555554
21-08,2021-05-03T06:45:00Z,TRUE,116.26000000000002,18.9,24.840000000000003,2021-04-13T00:00:00Z,160,1752300,43.74,0.27337500000000003,20.28125
21-08,2021-05-05T07:00:00Z,TRUE,114.61000000000001,14.2,31.190000000000005,2021-04-13T00:00:00Z,160,1926000,45.39,0.2836875,22.291666666666668
21-08,2021-05-07T07:30:00Z,TRUE,115.20000000000002,0,44.800000000000004,2021-04-13T00:00:00Z,160,2100600,44.800000000000004,0.28,24.3125
21-09,2021-04-15T00:00:00Z,TRUE,0,373.6,0,2021-04-15T00:00:00Z,373.6,0,373.6,1,0
21-09,2021-04-19T06:45:00Z,TRUE,200.8,172.8,0,2021-04-15T00:00:00Z,373.6,369900,172.8,0.4625267665952891,4.28125
21-09,2021-04-22T06:45:00Z,TRUE,244.90000000000003,128.7,0,2021-04-15T00:00:00Z,373.6,629100,128.7,0.3444860813704496,7.28125
21-09,2021-04-26T06:30:00Z,TRUE,267.40000000000003,106.2,0,2021-04-15T00:00:00Z,373.6,973800,106.2,0.2842612419700214,11.270833333333334
21-09,2021-04-29T07:00:00Z,TRUE,349.30000000000007,24.3,0,2021-04-15T00:00:00Z,373.6,1234800,24.3,0.06504282655246252,14.291666666666666
21-09,2021-05-01T07:20:00Z,TRUE,357.3810000000001,12.4,3.819,2021-04-15T00:00:00Z,373.6,1408800,16.219,0.0434127408993576,16.305555555555554
21-10,2021-04-19T00:00:00Z,TRUE,0,472.8,0,2021-04-19T00:00:00Z,472.8,0,472.8,1,0
21-10,2021-04-22T06:45:00Z,TRUE,207.3,265.5,0,2021-04-19T00:00:00Z,472.8,283500,265.5,0.5615482233502538,3.28125
21-10,2021-04-26T06:30:00Z,TRUE,192.90000000000003,279.9,0,2021-04-19T00:00:00Z,472.8,628200,279.9,0.5920050761421319,7.270833333333333
21-10,2021-04-29T07:00:00Z,TRUE,184.8,288,0,2021-04-19T00:00:00Z,472.8,889200,288,0.6091370558375634,10.291666666666666
21-10,2021-05-03T06:45:00Z,TRUE,231.94,231.9,8.96,2021-04-19T00:00:00Z,472.8,1233900,240.86,0.5094331641285956,14.28125
21-10,2021-05-04T07:40:00Z,FALSE,231.74,NA,18.259999999999998,2021-04-19T00:00:00Z,472.8,1323600,NA,NA,15.319444444444445
21-10,2021-05-05T07:00:00Z,TRUE,373.67,67.04,32.09,2021-04-19T00:00:00Z,472.8,1407600,99.13000000000001,0.209665820642978,16.291666666666668
21-10,2021-05-06T09:25:00Z,FALSE,374.05,NA,35.75,2021-04-19T00:00:00Z,472.8,1502700,NA,NA,17.39236111111111
21-10,2021-05-07T06:45:00Z,TRUE,373.83000000000004,46.8,52.17,2021-04-19T00:00:00Z,472.8,1579500,98.97,0.2093274111675127,18.28125
21-10,2021-05-09T06:30:00Z,TRUE,408.11,39.6,71.89,2021-04-19T00:00:00Z,472.8,1751400,111.49000000000001,0.23580795262267346,20.270833333333332
21-10,2021-05-11T06:40:00Z,TRUE,443.95000000000005,27.9,87.35,2021-04-19T00:00:00Z,472.8,1924800,115.25,0.24376057529610828,22.277777777777775
21-10,2021-05-13T06:45:00Z,TRUE,474.22,9.18,103.69999999999999,2021-04-19T00:00:00Z,472.8,2097900,112.88,0.23874788494077834,24.28125
21-10,2021-05-15T07:00:00Z,TRUE,482.31,0,113.96999999999998,2021-04-19T00:00:00Z,472.8,2271600,113.96999999999998,0.24105329949238574,26.291666666666668
21-11,2021-04-21T00:00:00Z,TRUE,0,788,0,2021-04-21T00:00:00Z,788,0,788,1,0
21-11,2021-04-26T06:30:00Z,TRUE,410,378,0,2021-04-21T00:00:00Z,788,455400,378,0.4796954314720812,5.270833333333333
21-11,2021-04-29T07:00:00Z,TRUE,502.7,285.3,0,2021-04-21T00:00:00Z,788,716400,285.3,0.3620558375634518,8.291666666666666
21-11,2021-05-03T06:45:00Z,TRUE,555.8,232.2,0,2021-04-21T00:00:00Z,788,1061100,232.2,0.29467005076142133,12.28125
21-11,2021-05-06T06:45:00Z,TRUE,629.5999999999999,158.4,0,2021-04-21T00:00:00Z,788,1320300,158.4,0.20101522842639594,15.28125
21-11,2021-05-08T06:00:00Z,TRUE,760.9999999999999,27,0,2021-04-21T00:00:00Z,788,1490400,27,0.03426395939086294,17.25
21-11,2021-05-10T08:15:00Z,TRUE,770.5999999999999,17.4,0,2021-04-21T00:00:00Z,788,1671300,17.4,0.022081218274111674,19.34375
21-11,2021-05-12T07:00:00Z,TRUE,783.8399999999999,0,4.16,2021-04-21T00:00:00Z,788,1839600,4.16,0.005279187817258883,21.291666666666668
21-12,2021-04-22T00:00:00Z,TRUE,0,881.4,0,2021-04-22T00:00:00Z,881.4,0,881.4,1,0
21-12,2021-04-27T08:00:00Z,TRUE,475.5,405.9,0,2021-04-22T00:00:00Z,881.4,460800,405.9,0.4605173587474472,5.333333333333333
21-12,2021-04-30T07:00:00Z,TRUE,556.5,324.9,0,2021-04-22T00:00:00Z,881.4,716400,324.9,0.36861810755616065,8.291666666666666
21-12,2021-05-04T07:40:00Z,TRUE,621.3,260.1,0,2021-04-22T00:00:00Z,881.4,1064400,260.1,0.2950987066031314,12.319444444444445
21-12,2021-05-07T06:45:00Z,TRUE,816.51,63,1.89,2021-04-22T00:00:00Z,881.4,1320300,64.89,0.0736215112321307,15.28125
21-12,2021-05-09T06:30:00Z,TRUE,799.85,63,18.55,2021-04-22T00:00:00Z,881.4,1492200,81.55,0.092523258452462,17.270833333333332
21-12,2021-05-11T06:40:00Z,TRUE,793.5500000000001,40.5,47.35,2021-04-22T00:00:00Z,881.4,1665600,87.85,0.09967097798956205,19.27777777777778
21-12,2021-05-13T06:45:00Z,TRUE,789.7600000000001,24.3,67.34,2021-04-22T00:00:00Z,881.4,1838700,91.64,0.10397095529838893,21.28125
21-12,2021-05-15T07:00:00Z,TRUE,790.3600000000001,10.62,80.42,2021-04-22T00:00:00Z,881.4,2012400,91.04,0.10329022010437941,23.291666666666668
21-12,2021-05-17T06:45:00Z,TRUE,792.8380000000001,0,88.562,2021-04-22T00:00:00Z,881.4,2184300,88.562,0.10047878375312004,25.28125
21-13,2021-04-26T00:00:00Z,TRUE,0,411.6,0,2021-04-26T00:00:00Z,411.6,0,411.6,1,0
21-13,2021-04-29T07:00:00Z,TRUE,173.10000000000002,238.5,0,2021-04-26T00:00:00Z,411.6,284400,238.5,0.5794460641399417,3.2916666666666665
21-13,2021-05-03T06:45:00Z,TRUE,193.8,217.8,0,2021-04-26T00:00:00Z,411.6,629100,217.8,0.5291545189504373,7.28125
21-13,2021-05-06T06:45:00Z,TRUE,203.70000000000002,207.9,0,2021-04-26T00:00:00Z,411.6,888300,207.9,0.5051020408163265,10.28125
21-13,2021-05-10T06:45:00Z,TRUE,310.8,100.8,0,2021-04-26T00:00:00Z,411.6,1233900,100.8,0.24489795918367344,14.28125
21-13,2021-05-12T07:00:00Z,TRUE,366.41,0,0,2021-04-26T00:00:00Z,411.6,1407600,0,0,16.291666666666668
21-13,2021-05-14T06:45:00Z,TRUE,416.63,36.9,13.68,2021-04-26T00:00:00Z,411.6,1579500,50.58,0.12288629737609329,18.28125
21-13,2021-05-16T06:30:00Z,TRUE,422.09,18.5,26.619999999999997,2021-04-26T00:00:00Z,411.6,1751400,45.12,0.1096209912536443,20.270833333333332
21-13,2021-05-18T06:45:00Z,TRUE,423.66999999999996,0,43.54,2021-04-26T00:00:00Z,411.6,1925100,43.54,0.10578231292517006,22.28125
21-14,2021-04-28T00:00:00Z,TRUE,0,370.6,0,2021-04-28T00:00:00Z,370.6,0,370.6,1,0
21-14,2021-05-03T06:45:00Z,TRUE,251.8,118.8,0,2021-04-28T00:00:00Z,370.6,456300,118.8,0.32056125202374525,5.28125
21-14,2021-05-06T06:45:00Z,TRUE,259,111.6,0,2021-04-28T00:00:00Z,370.6,715500,111.6,0.3011332973556395,8.28125
21-14,2021-05-10T06:45:00Z,TRUE,295,75.6,0,2021-04-28T00:00:00Z,370.6,1061100,75.6,0.20399352401511062,12.28125
21-14,2021-05-12T07:00:00Z,TRUE,338.74,29.52,2.34,2021-04-28T00:00:00Z,370.6,1234800,31.86,0.08596869940636805,14.291666666666666
21-14,2021-05-14T06:45:00Z,TRUE,331.462,23.4,15.738,2021-04-28T00:00:00Z,370.6,1406700,39.138,0.10560712358337829,16.28125
21-15,2021-04-30T00:00:00Z,TRUE,0,744.7,0,2021-04-30T00:00:00Z,744.7,0,744.7,1,0
21-15,2021-04-30T15:00:00Z,TRUE,-0.09999999999990905,744.8,0,2021-04-30T00:00:00Z,744.7,54000,744.8,1.000134282261313,0.625
21-15,2021-05-04T07:40:00Z,TRUE,507.90000000000003,0,0,2021-04-30T00:00:00Z,744.7,373200,0,0,4.319444444444445
21-15,2021-05-07T06:45:00Z,FALSE,700.3,NA,0,2021-04-30T00:00:00Z,744.7,629100,NA,NA,7.28125
21-15,2021-05-11T06:40:00Z,TRUE,1162.6999999999998,90,0,2021-04-30T00:00:00Z,744.7,974400,90,0.12085403518195245,11.277777777777779
21-15,2021-05-14T06:45:00Z,TRUE,1301.31,34.8,6.59,2021-04-30T00:00:00Z,744.7,1233900,41.39,0.055579427957566804,14.28125
21-15,2021-05-15T07:00:00Z,FALSE,1306.72,NA,13.18,2021-04-30T00:00:00Z,744.7,1321200,NA,NA,15.291666666666666
21-16,2021-05-03T00:00:00Z,TRUE,0,784.9,0,2021-05-03T00:00:00Z,784.9,0,784.9,1,0
21-16,2021-05-06T06:45:00Z,TRUE,492.4,292.5,0,2021-05-03T00:00:00Z,784.9,283500,292.5,0.37265893744426043,3.28125
21-16,2021-05-10T06:45:00Z,TRUE,534.7,250.2,0,2021-05-03T00:00:00Z,784.9,629100,250.2,0.3187667218753981,7.28125
21-16,2021-05-13T06:45:00Z,TRUE,570.7,214.2,0,2021-05-03T00:00:00Z,784.9,888300,214.2,0.272901006497643,10.28125
21-16,2021-05-16T07:00:00Z,TRUE,718.87,64.9,1.13,2021-05-03T00:00:00Z,784.9,1148400,66.03,0.0841253662886992,13.291666666666666
21-16,2021-05-18T06:45:00Z,TRUE,727.83,48.6,8.469999999999999,2021-05-03T00:00:00Z,784.9,1320300,57.07,0.0727098993502357,15.28125
21-16,2021-05-20T06:30:00Z,TRUE,715.34,43.2,26.36,2021-05-03T00:00:00Z,784.9,1492200,69.56,0.08862275449101797,17.270833333333332
21-16,2021-05-22T07:20:00Z,TRUE,714.1700000000001,23.4,47.33,2021-05-03T00:00:00Z,784.9,1668000,70.72999999999999,0.090113390240795,19.305555555555554
21-16,2021-05-24T06:30:00Z,TRUE,711.5100000000001,16.56,56.83,2021-05-03T00:00:00Z,784.9,1837800,73.39,0.09350235698815136,21.270833333333332
21-16,2021-05-26T08:30:00Z,TRUE,715.8300000000002,0,69.07,2021-05-03T00:00:00Z,784.9,2017800,69.07,0.08799847114282074,23.354166666666668
21-17,2021-05-05T00:00:00Z,TRUE,0,895.5,0,2021-05-05T00:00:00Z,895.5,0,895.5,1,0
21-17,2021-05-10T06:45:00Z,TRUE,677.7,217.8,0,2021-05-05T00:00:00Z,895.5,456300,217.8,0.24321608040201007,5.28125
21-17,2021-05-13T06:45:00Z,TRUE,770.4000000000001,125.1,0,2021-05-05T00:00:00Z,895.5,715500,125.1,0.13969849246231156,8.28125
21-17,2021-05-17T06:45:00Z,TRUE,837.0000000000001,58.5,0,2021-05-05T00:00:00Z,895.5,1061100,58.5,0.06532663316582915,12.28125
21-19,2021-05-07T00:00:00Z,TRUE,0,439.9,0,2021-05-07T00:00:00Z,439.9,0,439.9,1,0
21-19,2021-05-11T06:40:00Z,TRUE,179.79999999999995,260.1,0,2021-05-07T00:00:00Z,439.9,369600,260.1,0.5912707433507616,4.277777777777778
21-19,2021-05-14T06:45:00Z,TRUE,195.99999999999997,243.9,0,2021-05-07T00:00:00Z,439.9,629100,243.9,0.5544441918617868,7.28125
21-19,2021-05-18T06:45:00Z,TRUE,254.89999999999998,185,0,2021-05-07T00:00:00Z,439.9,974700,185,0.42055012502841554,11.28125
21-19,2021-05-21T06:30:00Z,TRUE,391.48,46.8,1.6199999999999999,2021-05-07T00:00:00Z,439.9,1233000,48.419999999999995,0.11007047056149125,14.270833333333334
21-19,2021-05-23T06:20:00Z,TRUE,375.47,49.5,14.93,2021-05-07T00:00:00Z,439.9,1405200,64.43,0.14646510570584226,16.26388888888889
21-19,2021-05-25T06:30:00Z,TRUE,361.17,39.6,39.129999999999995,2021-05-07T00:00:00Z,439.9,1578600,78.72999999999999,0.1789724937485792,18.270833333333332
21-19,2021-05-27T06:45:00Z,TRUE,359.85,21.24,58.809999999999995,2021-05-07T00:00:00Z,439.9,1752300,80.05,0.18197317572175495,20.28125
21-19,2021-05-29T07:10:00Z,TRUE,363.01000000000005,0,76.88999999999999,2021-05-07T00:00:00Z,439.9,1926600,76.88999999999999,0.17478972493748576,22.29861111111111
21-18,2021-05-05T00:00:00Z,TRUE,0,389.9,0,2021-05-05T00:00:00Z,389.9,0,389.9,1,0
21-18,2021-05-11T06:40:00Z,TRUE,324.2,65.7,0,2021-05-05T00:00:00Z,389.9,542400,65.7,0.16850474480636063,6.277777777777778
21-18,2021-05-14T06:45:00Z,TRUE,332.3,57.6,0,2021-05-05T00:00:00Z,389.9,801900,57.6,0.14773018722749423,9.28125
21-18,2021-05-18T08:30:00Z,TRUE,351.2,38.7,0,2021-05-05T00:00:00Z,389.9,1153800,38.7,0.0992562195434727,13.354166666666666
21-18,2021-05-21T06:30:00Z,TRUE,125.71999999999997,261,3.1799999999999997,2021-05-05T00:00:00Z,389.9,1405800,264.18,0.6775583482944345,16.270833333333332
21-18,2021-05-23T06:20:00Z,TRUE,355.05999999999995,19.4,15.44,2021-05-05T00:00:00Z,389.9,1578000,34.839999999999996,0.08935624519107463,18.26388888888889
